80,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: The Seasons, Op. 37b, TH 135: X. October (Autumn Song)",297.667,56.84,0.156,Classical
81,Gustav Mahler,Symphony No. 9 in D Major: 1. Andante comodo,1617.333,56.85,0.0446,Classical
82,Federico Mompou,Chanson et Danse No. 4,273.973,56.9,0.25,Classical
83,Johannes Brahms,"Piano Concerto No. 2 in B-Flat Major, Op. 83: III. Andante",743.96,56.92,0.0367,Classical
84,Ryuichi Sakamoto,"Bibo No Aozora (From ""Babel"")",388.08,56.98,0.0468,Anime
85,Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. II, Scène VII - Choeur de gnomes et de sylphes. Songe de Faust. ""Dors! heureux Faust""",355.587,57,0.0592,Classical
86,Sir Sly,Altar,221.649,57.02,0.429,Alternative
87,HOMESHAKE,Give It to Me,188.971,57.11,0.0682,Rock
88,Hildegard von Bingen,O Virtus Sapiente,271.581,57.24,0.0348,Classical
89,Chase & Status,Lost & Not Found - Acoustic,170.463,57.53,0.307,Electronic
90,Georgs Pelēcis,All in the Past,176.093,57.69,0.161,Classical
91,Kings of Leon,Cold Desert,334.707,57.9,0.164,Rock
92,Diana Krall,I'm Not In Love,232.867,57.95,0.316,Jazz
93,Miles Davis,Flamenco Sketches - Alternate Take,571.56,58.01,0.234,Jazz
94,Little Dragon,Constant Surprises,273.547,58.1,0.623,Electronic
95,Little Dragon,Constant Surprises,273.547,58.1,0.623,Alternative
96,Animals As Leaders,Inner Assassins,329.56,58.22,0.321,Jazz
97,Herbie Hancock,Vein Melter,549.373,58.24,0.389,Jazz
98,Jóhann Jóhannsson,The Dreams That Stuff Is Made Of,111.836,58.26,0.0759,Classical
99,Randy Crawford,At Last,149.293,58.27,0.199,Jazz
100,Boogie,Nigga Needs,165.307,58.31,0.201,Rap
101,Chris Brown,Beg For It,224.28,58.4,0.324,Rap
102,Frédéric Chopin,"Berceuse in D Flat Major, Op. 57",248.613,58.48,0.0572,Classical
103,Kenny G,Silhouette,327.373,58.5,0.194,Jazz
104,Frédéric Chopin,"Waltz No. 14 in E Minor, Op. posth.",185.707,58.65,0.19,Classical
105,Yuka,君をのせて(天空の城ラピュタより),211.933,58.66,0.0856,Anime
106,MISSIO,Everybody Gets High,212.093,58.75,0.46,Rock
107,Johann Sebastian Bach,"Christ lag in Todes Banden, BWV 4: Duet: Den Tod niemand zwingen kunnt (Soprano, Alto)",221.493,58.81,0.0457,Classical
108,Andrés Segovia,"Suite española No. 1, Op.47 (1988 Digital Remaster): Granada",263.107,58.96,0.22,Classical
109,Johann Sebastian Bach,"Keyboard Concerto No. 5 in F Minor, BWV 1056: II. Largo",176.467,59.17,0.16,Classical
110,Camille Saint-Saëns,Carnival of the Animals: XIII. Le Cygne (The Swan),190.133,59.18,0.0542,Classical
111,Giacomo Puccini,"Turandot / Act 3: ""Nessun dorma!"" - Remastered",180.511,59.24,0.102,Classical
112,Frédéric Chopin,"Nocturnes, Op. 48: No. 1 in C minor. Lento",368.173,59.26,0.0375,Classical
113,Gustav Mahler,Symphony No. 9 in D Major: 4. Adagio (Sehr langsam),1476.627,59.3,0.031,Classical
114,Blind Pilot,3 Rounds and a Sound,266.96,59.34,0.198,Rock
115,Howard Shore,Éowyn's Dream,84.307,59.35,0.0374,Classical
116,Stanley Turrentine,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,295.2,59.38,0.196,Jazz
117,Frédéric Chopin,"12 Etudes, Op.25: No. 11 in A minor ""Winter Wind""",206,59.39,0.094,Classical
118,Ryuichi Sakamoto,Nagasaki: Memories of My Son - Title,121.84,59.44,0.105,Anime
119,Wolfgang Amadeus Mozart,"5 Divertimentos in B-Flat Major, K. 439b, Divertimento No. 1: III. Adagio",172.867,59.47,0.0759,Classical
120,Johannes Brahms,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto (Recorded 1962)",346.853,59.5,0.0392,Classical
121,Nao,Another Lifetime,207.462,59.52,0.319,Alternative
122,George Frideric Handel,"Rinaldo, HWV 7a, Act III (Ed. G. Sechi): Di quai strani accidenti [Live]",87.296,59.56,0.324,Classical
123,Earl Sweatshirt,Loosie,59.293,59.64,0.658,Rap
124,Earl Sweatshirt,Loosie,59.293,59.64,0.658,Hip-Hop
125,Franz Liszt,"Weihnachtsbaum, S186/R71: III. Die Hirten an der Krippe (The Shepherds at the Manger)",219.6,59.65,0.197,Classical
126,Igor Stravinsky,L'Oiseau de Feu (The Firebird): Berceuse (l'Oiseau de feu) - Excerpt 1910 Version,152.307,59.82,0.0386,Classical
127,Howard Shore,Andúril - Flame Of The West,207.52,59.9,0.0315,Classical
128,Nina Simone,The Other Woman - Live Version - Sept. 1959,181.173,59.94,0.285,Blues
129,Kevin Penkin,Saber-tooth,120.88,59.95,0.269,Anime
130,Bruce Faulconer,Frieza VS. Spirit Bomb 2,150.453,59.96,0.292,Anime
131,Lil' Kim,Go Awff,192.389,59.96,0.561,Rap
132,Brennan Savage,Reflection,129.73,59.96,0.0636,Hip-Hop
133,Lil Jon,Culo,219.08,59.97,0.969,Hip-Hop
134,Marilyn Manson,Killing Strangers,336.48,60,0.512,Rock
135,Shiro Sagisu,Contre Les Agressions,121.987,60.01,0.523,Anime
136,Frank Ocean,Super Rich Kids,304.76,60.01,0.607,Alternative
137,Seckond Chaynce,Head Over Heels,234.867,60.01,0.505,Rap
138,Johannes Brahms,"Rhapsody In G Minor, Op.79, No.2",346.493,60.01,0.0866,Classical
139,Robert Schumann,"Kinderszenen, Op.15: 12. Kind im Einschlummern",143.027,60.03,0.102,Classical
140,Jeremih,Birthday Sex,226.507,60.05,0.445,Hip-Hop
141,Zara McFarlane,Plain Gold Ring,265.907,60.07,0.379,Jazz
142,Shigeru Umebayashi,Mei and Leo,186.04,60.08,0.121,Anime
143,Ludwig van Beethoven,"Elegischer Gesang, Op. 118",382.32,60.09,0.0331,Classical
144,Howard Shore,The Paths Of The Dead,382.213,60.14,0.0343,Classical
145,Portishead,All Mine,240.627,60.19,0.29,Electronic
146,Takeshi Senoo,もみの木,270.36,60.22,0.134,Anime
147,Vince Guaraldi Trio,The Christmas Song,196.933,60.27,0.187,Jazz
148,Shigeru Umebayashi,Lovers - Flower Garden,139.907,60.3,0.0808,Anime
149,Frédéric Chopin,"Sonata in B minor, Op. 58: Allegro maestoso",776.2,60.3,0.04,Classical
150,Gustav Holst,"The Planets, Op. 32 (Remastered): IV. Jupiter, the Bringer of Jollity",500.613,60.3,0.164,Classical
151,Nobuo Uematsu,Master of Time,163.667,60.34,0.0626,Anime
152,Ryuichi Sakamoto,Main Theme,170.467,60.39,0.0411,Anime
153,Vince Gill,Tryin' To Get Over You,225.627,60.49,0.196,Country
154,George Strait,Nobody In His Right Mind Would've Left Her,172.493,60.51,0.544,Country
155,Steely Dan,Babylon Sisters,353.187,60.53,0.474,Blues
156,Edvard Grieg,Peer Gynt: Morning,237.96,60.69,0.0349,Classical
157,Kenny Dorham,Alone Together,190.4,60.7,0.197,Jazz
158,Johann Sebastian Bach,"Suites for Cello, Suite No. 2 in D minor BWV 1008: Allemande",188.867,60.77,0.551,Classical
159,Camille Saint-Saëns,The Swan,185.24,60.83,0.0397,Classical
160,Chet Baker,I've Never Been In Love Before - Vocal Version,269,60.89,0.181,Jazz
161,Georg Philipp Telemann,"Concerto In G Major TWV 40:201, For 4 Violins Without Basso Continuo: 1. Largo e staccato",131.56,60.89,0.356,Classical
162,Ryuichi Sakamoto,Goodbye to Hawk,221.037,60.92,0.0362,Classical
163,Thievery Corporation,Beautiful Drug,207.547,60.93,0.0517,Electronic
164,Thievery Corporation,Beautiful Drug,207.547,60.93,0.0517,Jazz
165,Maurice Ravel,Sonatine : 2. Mouvement de menuet,179.973,60.97,0.0856,Classical
166,Chris Brown,Make Love,230.2,60.99,0.852,Rap
167,Kensuke Ushio,inv(II.ii),46.267,61,0,Anime
168,Bill Evans Trio,Some Other Time,299.84,61.02,0.151,Jazz
169,Anton Bruckner,"Symphony No. 4 in E-Flat Major, WAB 104, ""Romantic"": I. Bewegt, nicht zu schnell - Live",1150.16,61.02,0.0361,Classical
170,Yasuharu Takanashi,Fiore Oukoku,161.547,61.06,0.0388,Anime
171,Donny Hathaway,Jealous Guy - Live Version,189.4,61.06,0.648,Jazz
172,Nobuo Uematsu,"The Decisive Battle (From ""Final Fantasy VI"")",158.577,61.11,0.755,Anime
173,Tan Dun,Yearning of the Sword,209.307,61.11,0.0811,Classical
174,Eric Whitacre,The Seal Lullaby (version for wind ensemble),262.24,61.2,0.0385,Classical
175,Johann Sebastian Bach,"Bach: Cello Suite No. 1 in G Major, BWV 1007: VI. Menuet II",123.107,61.3,0.293,Classical
176,Donny Hathaway,Jealous Guy - Live at the Bitter End 1971,318.582,61.34,0.763,Jazz
177,Joni Mitchell,River,245.04,61.34,0.383,Rock
178,George Strait,The Man In Love With You,198.573,61.38,0.152,Country
179,Carlos Guastavino,Guastavino: 3 Romances Argentinos: I. Las niñas de Santa Fe (Live),316.48,61.4,0.0997,Classical
180,Jacob Collier,Sky Above,251.733,61.42,0.188,Alternative
181,Pink Floyd,Poles Apart,423.064,61.42,0.247,Rock
182,Frédéric Chopin,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,268.427,61.49,0.071,Classical
183,The Wood Brothers,Loaded,229.253,61.53,0.2,Blues
184,Franz Joseph Haydn,"Cello Concerto No. 1 in C Major, Hob. VIIb:1 (Highlights): II. Adagio",493.8,61.54,0.068,Classical
185,Lü Wencheng,Autumn Moon on a Calm Lake (pinghu qiuyue),242.507,61.55,0.0961,Classical
186,Jean Sibelius,"Pelleas and Melisande Suite, Op. 46, JS 147: Act V Scene 2: Prelude: Andante",444.547,61.58,0.0324,Classical
187,6LACK,East Atlanta Love Letter (feat. Future),246.088,61.58,0.17,Hip-Hop
188,Ludwig van Beethoven,"Missa solemnis, Op. 123: Agnus Dei. Adagio (Live)",964.307,61.61,0.0393,Classical
189,Run The Jewels,Thursday in the Danger Room (feat. Kamasi Washington),262.52,61.77,0.189,Alternative
190,Wolfgang Amadeus Mozart,Piano Sonata No. 12 in F Major K 332: II. Adagio - Live,342.855,61.87,0.241,Classical
191,Johann Sebastian Bach,"Goldberg Variations, BWV 988: Var. 13 a 2 Clav.",335.973,61.87,0.223,Classical
192,Lionel Richie,Hello,251.107,61.88,0.0563,Rock
193,Franz Liszt,"12 Lieder von Franz Schubert, S. 558: No. 2, Auf dem Wasser zu singen",232,61.92,0.0956,Classical
194,atlas,discombobulated,124.471,61.95,0.51,Rap
195,Daniel Barenboim,"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.10 in E minor BWV855",143.72,61.96,0.105,Classical
196,Franz Liszt,"Liebesbotschaft, S. 560/10 from Schwanengesang",171.867,61.98,0.172,Classical
197,Art Tatum,Tiger Rag,138.307,62.01,0.761,Jazz
198,Gary Clark Jr.,You Saved Me,371.32,62.02,0.558,Blues
199,Johann Sebastian Bach,Brandenburg Concerto No. 4 in G BWV1049: II. Andante,221.293,62.02,0.114,Classical
200,JJ Grey & Mofro,Tupelo Honey,286,62.03,0.353,Blues
201,Three Dog Night,One,182.827,62.13,0.395,Blues
202,Giuseppe Verdi,La Traviata / Act 1: Prelude,213.667,62.21,0.038,Classical
203,Kensuke Ushio,sus,133.227,62.24,0.0425,Anime
204,Vladimir Ashkenazy,"Piano Concerto No.2 in G Major, Op. 44: I. L'istesso tempo",487.267,62.24,0.0379,Classical
205,Frédéric Chopin,"Nocturnes, Op. 27: No. 1 in C sharp minor. Larghetto",340.067,62.25,0.0409,Classical
206,Audioslave,Getaway Car,298.893,62.26,0.234,Alternative
207,Hildur Guðnadóttir,Elevation,357.547,62.27,0.0294,Classical
208,Austin Wintory,"An Oath, Until the End",65.156,62.36,0.178,Anime
209,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: 2. Air",284,62.36,0.0764,Classical
210,Claude Debussy,"Beau Soir, L.6",182.04,62.38,0.0358,Classical
211,Frédéric Chopin,Ballade Op. 23,578.4,62.4,0.0434,Classical
212,Billie Holiday,Body And Soul,378.4,62.42,0.227,Jazz
213,Nina Simone,I Loves You Porgy - 2013 Remastered Version,249.782,62.43,0.195,Blues
214,Paul Hardcastle,Forever Dreamin',287.44,62.44,0.324,Jazz
215,Natureboy Flako,Nebulous Garden,206.126,62.44,0.363,Jazz
216,Johannes Brahms,"16 Waltzes, Op. 39: No. 9 In D Minor",85.707,62.44,0.0896,Classical
217,Johannes Brahms,"Symphony No. 3 in F Major, Op. 90: II. Andante (Recorded 1956)",531.133,62.45,0.0353,Classical
218,Béla Bartók,"For Children Vol. 1, Sz. 42: No. 3 Quasi adagio",56.907,62.47,0.544,Classical
219,Carl Philipp Emanuel Bach,"Symphony No. 1 in D major, Wq. 183/1: Symphony No. 1 in D major, Wq. 183/1: II. Largo",115.467,62.5,0.0378,Classical
220,Sly5thAve,Bitch Don’t Kill My Vibe,191.414,62.51,0.242,Jazz
221,Bishop Briggs,River,216.133,62.51,0.545,Rock
222,Johann Sebastian Bach,"Bach, JS: St John Passion, BWV 245, Part 2: No. 35 ""Zerfliesse, mein Herze"" (Soprano)",400.573,62.51,0.0406,Classical
223,Frédéric Chopin,"Piano Sonata No. 3 in B Minor, Op. 58: 1. Allegro maestoso",744.867,62.53,0.08,Classical
224,Willie Nelson,Old Timer,213.56,62.54,0.292,Country
225,Frédéric Chopin,Nocturnes: No. 2 in E flat Op. 9 No. 2,267.76,62.6,0.068,Classical
226,Franz Liszt,Un sospiro,341,62.64,0.0342,Classical
227,Tim McGraw,Watch The Wind Blow By,276.4,62.65,0.506,Country
228,Marjan Mozetich,Lament in the Trampled Garden,782.053,62.7,0.0395,Classical
229,Wolfgang Amadeus Mozart,"Mass In C Minor, K. 427, Kyrie",390.133,62.7,0.0399,Classical
230,Flying Lotus,Phantasm,231.184,62.73,0.0394,Electronic
231,César Franck,"Prélude, choral et fugue, M. 21: I. Prelude",277.6,62.75,0.0513,Classical
232,Gustavo Santaolalla,Lovin' IT,332.347,62.81,0.172,Classical
233,Capcom Sound Team,GM-03(時空神像),177.867,62.84,0.0298,Anime
234,Johannes Brahms,"3 Intermezzi, Op. 117: No. 3 in C-Sharp Minor, Andante con moto",318.44,62.84,0.117,Classical
235,Ginuwine,Differences,265.533,62.88,0.423,Rap
236,Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Finale. Presto - Allegro assai (Live)",1542.133,62.89,0.0752,Classical
237,Gustav Holst,"Second Suite in F Major, Op. 28 No. 2, H. 106: II. Song Without Words ""I'll Love My Love""",151.587,62.91,0.0712,Classical
238,Darshan Raval,"Chogada (From ""Loveyatri"")",249.742,62.91,0.595,Hip-Hop
239,half•alive,Aawake at Night,199.036,62.92,0.33,Rock
240,Anton Bruckner,Symphony No. 8: I. Allegro moderato,965.916,62.94,0.0361,Classical
241,Takafumi Wada,哀哭,171.48,63.01,0.0648,Anime
242,Felix Mendelssohn,"Violin Concerto in D Minor, MWV 03: I. Allegro molto",534.253,63.01,0.503,Classical
243,Giacomo Puccini,Madama Butterfly / Act 1: Tutti zitti!,192.308,63.03,0.135,Classical
244,Frédéric Chopin,Chopin : Nocturne No.21 in C minor Op. posth.,225.267,63.04,0.149,Classical
245,Neil Diamond,Sweet Caroline,203.573,63.05,0.578,Rock
246,Lefty Frizzell,Long Black Veil,182.36,63.06,0.401,Country
247,Michael Franks,Popsicle Toes,275.4,63.07,0.358,Jazz
248,Franz Joseph Haydn,"String Quartet No. 66 in G Major, Op. 77, No. 1, Hob.III:81, ""Lobkowitz"": I. Allegro moderato",479.04,63.1,0.304,Classical
249,Shigeru Umebayashi,A Swordsman of Honor,108.36,63.11,0.0524,Anime
250,Ella Fitzgerald,"Bewitched, Bothered, And Bewildered",423.493,63.12,0.296,Jazz
251,Blake Shelton,Home,230.453,63.12,0.281,Country
252,Scott Joplin,Bethena: A Concert Waltz,470.227,63.15,0.0399,Classical
253,Antonín Dvořák,"Rusalka, Op. 114, B. 203, Act I: Lieblicher Mond (Song to the Moon)",390.198,63.28,0.0367,Classical
254,Wolfgang Amadeus Mozart,"Horn Concerto No.4 in E flat, K.495: 3. Rondo (Allegro vivace)",217,63.3,0.49,Classical
255,Haken,Clear,110.96,63.31,0.037,Jazz
256,Pyotr Ilyich Tchaikovsky,Violin Concerto In D Opus 35: II Canzonetta - Andante,391.853,63.34,0.0378,Classical
257,Ludwig van Beethoven,"Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2 ""Moonlight"": I. Adagio sostenuto",303.973,63.36,0.104,Classical
258,Wolfgang Amadeus Mozart,"Suite in C Major, K. 399: III. Courante",190.427,63.4,0.377,Classical
259,Austin Wintory,Their Waters Were Mingled Together,613.608,63.42,0.0699,Anime
260,Dave Brubeck,Besame Mucho,354.573,63.42,0.321,Classical
261,Tokyo Philharmonic Orchestra,Kirby's Dream Land 2 Animal Friends Medley (Live),216.395,63.45,0.115,Anime
262,Lars Gullin,Danny's Dream,339.64,63.48,0.223,Jazz
263,Nina Simone,Lilac Wine,253.8,63.51,0.184,Jazz
264,Howard Shore,The High Fells - Extended Version,218.84,63.51,0.0378,Classical
265,Frederick Delius,A Village Romeo and Juliet: The Walk to the Paradise Garden,618.12,63.53,0.0309,Classical
266,Suara,星降る空仰ぎ見て,299,63.54,0.235,Anime
267,Santi,Raw Dinner,143.57,63.55,0.668,Alternative
268,Smino,Anita,220.157,63.58,0.785,Hip-Hop
269,Pyotr Ilyich Tchaikovsky,"6 Pieces, Op. 51, TH 143: 1. Valse de salon",295.716,63.59,0.211,Classical
270,Wolfmother,Mind's Eye,294.027,63.66,0.0399,Blues
271,Hans Pfitzner,"Piano Concerto in E-Flat Major, Op. 31: III. Ausserst ruhig, versonnen, schwarmerisch",589.52,63.68,0.038,Classical
272,Luciano Pavarotti,"Funiculì, funiculà",160.733,63.74,0.375,Classical
273,Howard Shore,The Pyre Of Denethor,179.453,63.83,0.0796,Classical
274,Gustav Holst,"The Planets, Op. 32, H. 125: II. Venus, the Bringer of Peace",531.213,63.83,0.0294,Classical
275,Pyotr Ilyich Tchaikovsky,"The Seasons, Op. 37a: VI. June - Barcarolle",339.8,63.84,0.162,Classical
276,Ryuichi Sakamoto,Rain (I Want A Divorce),109.467,63.87,0.0504,Anime
277,Dmitri Shostakovich,"Symphony No. 5 in D Minor, Op. 47: I Moderato",1051.733,63.87,0.0359,Classical
278,Boz Scaggs,Look What You've Done to Me,317.333,63.91,0.0981,Country
279,Franz Liszt,"Liebestraum No. 3 in A-Flat Major, S. 541/3",328.093,63.93,0.0348,Classical
280,Hank Jones,Eleanor,289.693,63.94,0.0988,Jazz
281,Bill Evans,Blue In Green (Take 3),325.787,63.96,0.107,Jazz
282,Jean-Yves Thibaudet,"End Credits - From ""Pride & Prejudice"" Soundtrack",287.373,63.97,0.0341,Classical
283,Rozen,This Was Where You and I...,110.25,63.99,0.0416,Anime
284,Thomas Tallis,Mass For Four Voices: 1. Gloria,309.197,63.99,0.0699,Classical
285,Gustav Mahler,"Symphony No.3 in D minor / Part 2: 4. Sehr langsam. Misterioso: ""O Mensch! Gib acht!""",530.12,64,0.0332,Classical
286,Akira Kosemura,Someday,273.184,64.02,0.131,Classical
287,Austin Wintory,Those First Steps,162.085,64.03,0.0371,Anime
288,Sergei Prokofiev,"Piano Concerto No. 5 in G Major, Op. 55: IV. Larghetto",474.88,64.07,0.0363,Classical
289,Coheed and Cambria,Prologue,127.373,64.1,0.1,Alternative
290,Gabriel Fauré,"3 Romances sans paroles, Op. 17: No. 3, Andante moderato in A-Flat Major",150.32,64.1,0.0884,Classical
291,Maurice Ravel,Ravel : Bolero,948.787,64.12,0.253,Classical
292,Richard Strauss,"Symphonia domestica, Op. 53, TrV 209, Pt. 1: Mäßig langsam. Wiegenlied (Live)",373.613,64.14,0.0374,Classical
293,Ludwig van Beethoven,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: II. Allegretto",139.427,64.15,0.368,Classical
294,Federico Mompou,Cancons i danses: Canco i dansa No. 6,285.227,64.17,0.143,Classical
295,Kenji Kanemasu,ワルツ「KATZEN BLUT」(「猫の恩返し」より),142.2,64.19,0.0933,Anime
296,Jacques Offenbach,"Les contes d'Hoffmann, Act III: Hélas, mon coeur s'égare encore (Live)",224.96,64.2,0.154,Classical
297,Martha Argerich,"Concierto Para Piano Y Orquesta Nº 1, En Mi Menor Op.11 - Rondo. Vivace",547.5,64.25,0.25,Classical
298,Wolfgang Amadeus Mozart,Eine kleine Nachtmusik: Andante,352.133,64.26,0.236,Classical
299,Samuel Barber,"Nocturne, Op. 33",249.747,64.27,0.0371,Classical
300,Arnold Schoenberg,"17 Piano Fragments: No. 7, —",40.2,64.28,0.282,Classical
301,Franz Schubert,"4 Impromptus, Op.90, D.899: No.3 in G Flat Major: Andante",391.973,64.3,0.0579999999999999,Classical
