1261,Hold It All,Cody Carnes,248.962,83.982,0.352
1027,Heart Break,Lady Antebellum,188.293,84.009,0.694
78,I Shall Be Released - Remastered,Nina Simone,232.453,84.362,0.549
373,Star,Gary Clark Jr.,284.08,84.452,0.553
457,Computer Love,Zapp,282.308,84.543,0.677
1254,O God Forgive Us,for KING & COUNTRY,205.387,84.677,0.209
1676,Remember The Name (feat. Styles Of Beyond),Fort Minor,230.493,84.858,0.879
273,Bitch,Allie X,207.301,84.957,0.0844
1234,Home,Chris Tomlin,219.72,84.992,0.479
1395,Love  Love.,Big Brain,210.893,85.018,0.516
6,Sneakin’,Drake,251.333,85.023,0.264
325,Here I Come (Broader Than Broadway),Barrington Levy,223.191,85.023,0.712
1222,Do I Wanna Know?,Arctic Monkeys,272.394,85.03,0.428
705,Marc Jacobs,Riff Raff,259.683,85.041,0.398
328,Kush High,Eighty4 Fly,190.734,85.045,0.193
233,Never Gonna Give You Up,Barry White,286.315,85.125,0.944
1379,Hot and Cold (feat. Yun Cheoljong of 10cm),SunWoo Jung-A,200.231,85.296,0.621
393,Never Never Gonna Give Ya Up,Barry White,290.667,85.338,0.938
1913,Ironic,Alanis Morissette,225.933,85.482,0.361
1425,I Think She Like Me,Rick Ross,242.373,85.814,0.159
1153,Slow Hands,Niall Horan,188.174,85.899,0.874
1426,Powers That Be,Rick Ross,269.72,85.929,0.615
351,It's Strange (feat. K.Flay),Louis The Child,245.581,85.951,0.407
1836,With You,Chris Brown,252.053,85.998,0.655
683,Heaven,TR/ST,296.4,86.018,0.551
1671,Can't You See,Total,277.32,86.26,0.814
590,Started From the Bottom,Drake,173.16,86.306,0.498
1771,My Boo,Usher,223.44,86.412,0.652
4,Master Of None,Beach House,199.413,86.468,0.23
1524,Goodbye Pork Pie Hat,Charles Mingus,342.373,86.669,0.259
1017,Skepta Interlude,Drake,143.214,86.733,0.374
383,Indian Food,Dumbo Gets Mad,213.786,86.808,0.654
1756,When You're Mad,Ne-Yo,222,86.948,0.458
246,Marijuana,Chrome Sparks,181.149,86.969,0.436
1697,Song 2 You,Victorious Cast,218.373,86.981,0.496
1156,The Night We Met,Lord Huron,206.933,87.024,0.117
1680,Snow Cats,AFI,200.92,87.337,0.404
1790,Pyramid (feat. Iyaz),Charice,235.947,87.539,0.246
433,Before,Washed Out,286.413,87.569,0.17
584,Do You Like It? (Feat. Kool A.D),Chaz Van Queen,232.611,87.675,0.56
1530,Gramercy Sunset,The Hot Sardines,255.107,87.791,0.0877
798,DLZ,TV On The Radio,228.707,87.914,0.593
685,From Nowhere,Dan Croll,197.12,87.93,0.664
1677,Mind Tricks,Bassnectar,233.182,87.983,0.518
589,Oldie,Odd Future,636.213,87.99,0.557
329,Métele,Buscabulla,248.372,87.996,0.356
1118,Shaky Shaky,Daddy Yankee,234.32,88.007,0.871
1854,He Wasn't Man Enough,Toni Braxton,261.933,88.009,0.762
1117,Bailame Despacio,Xantos,240,88.015,0.589
1813,Eyes Wide Open,Sabrina Carpenter,192.72,88.025,0.331
545,Anything New,Bibio,247.36,88.237,0.711
1138,Despacito - Remix,Luis Fonsi,228.827,88.357,0.814
1023,Sleep Without You,Brett Young,187.813,88.541,0.637
1079,Despacito - Remix,Luis Fonsi,228.827,88.931,0.826
1779,No More (Baby I'ma Do Right),3LW,263.44,88.933,0.769
1720,Bring It All to Me,Blaque,218.187,88.957,0.731
1024,Yeah Boy,Kelsea Ballerini,194.413,88.965,0.464
1102,Te Quiero Pa´Mi,Don Omar,211.627,88.997,0.619
1776,Jumpin'  Jumpin',Destiny's Child,230.2,88.997,0.683
780,0 To 100 / The Catch Up,Drake,275.227,89.094,0.497
547,Louie Louie,Toots & The Maytals,346.16,89.245,0.752
1751,I Need A Girl (Part One) (feat. Usher & Loon),Diddy,268.8,89.279,0.779
116,I Know There's Gonna Be (Good Times),Jamie xx,213.622,89.394,0.489
1730,Water Runs Dry,Boyz II Men,201.28,89.605,0.561
889,Back Pocket,Vulfpeck,181.26,89.821,0.894
615,36 Chamber Flow,Flatbush Zombies,118.353,89.876,0.88
1976,If Today Was Your Last Day,Nickelback,249.067,89.956,0.55
446,Eyes Be Closed,Washed Out,287.667,89.969,0.135
1094,Hey DJ,CNCO,205.52,89.98,0.45
1393,Night Time Melody,Rude Paper,224.009,89.983,0.692
326,Swords,M.I.A.,144.28,89.988,0.742
1190,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,210.96,89.99,0.791
716,Tennis Court,Lorde,198.907,89.993,0.404
1665,Fireflies,Owl City,228.347,90.002,0.482
1035,Sunday Morning,Parmalee,171.067,90.005,0.527
1835,If I Were a Boy,Beyoncé,249.147,90.007,0.45
1062,Dirt On My Boots,Jon Pardi,201.893,90.008,0.532
1640,Faded,Alan Walker,212.627,90.011,0.161
1679,Follow You,Bring Me The Horizon,231.107,90.012,0.509
1922,Meet Virginia,Train,239.933,90.02,0.57
1289,TESTIFY,NEEDTOBREATHE,243.8,90.024,0.332
1400,Summer Night You and I,Standing Egg,206.013,90.046,0.584
192,Holdin On,Flume,154.414,90.053,0.22
1144,First Time,Kygo,193.511,90.066,0.643
1763,Angel of Mine - Radio Mix,Monica,250.173,90.16,0.2
311,Auditorium,Mos Def,274.48,90.336,0.734
808,Candyman,Cornershop,229.64,90.493,0.57
1908,Drive,Incubus,232.987,90.562,0.668
488,Don't Die,Killer Mike,248.133,90.772,0.0459
127,Water No Get Enemy - Edit,Fela Kuti,591.707,90.852,0.886
1766,Take Me As I Am,Wyclef Jean,257.173,90.89,0.734
332,World Restart,Kindness,279.2,90.986,0.408
663,m.A.A.d city,Kendrick Lamar,350.12,90.999,0.222
1113,DUELE EL CORAZON,Enrique Iglesias,200.813,90.999,0.851
1055,Two Black X's,Dylan Schneider,194.24,91,0.585
727,Open,Rhye,217.053,91.007,0.226
1104,Traicionera,Sebastian Yatra,228.467,91.012,0.646
861,Ecoute ma mélodie - Bossa Afro,T. P. Orchestre Poly-Rythmo,445.227,91.045,0.96
1081,SUBEME LA RADIO,Enrique Iglesias,208.163,91.048,0.645
553,Nightcall,Kavinsky,258.413,91.053,0.431
256,Distant Land,Madlib,238.507,91.412,0.771
653,Give It Away,Red Hot Chili Peppers,284.267,91.558,0.78
1497,Overwhelming,Jon Bellion,172.751,91.7,0.685
835,I Want'a Do Something Freaky To You,Leon Haywood,302.987,91.714,0.901
1365,Wonder,Standing Egg,229.261,91.878,0.519
1858,Yesterday,Atmosphere,203.72,91.927,0.771
463,Say Please,Teams vs. Star Slinger,207.496,91.96,0.861
1718,Count On You,Big Time Rush,209.933,91.961,0.292
974,Angels,The xx,171.613,91.963,0.329
1709,L.A. Story,Sammy Adams,208,91.964,0.521
984,Treat Me Like Fire,LION BABE,250.707,91.98,0.36
136,Pussy,Brazilian Girls,248.053,92.001,0.786
134,Magnets,Disclosure,199.246,92.002,0.694
1157,Rollin,Calvin Harris,272.667,92.002,0.673
754,You’re Not The One,Sky Ferreira,235.92,92.003,0.814
1022,Losing Sleep,Chris Young,180.252,92.003,0.65
1678,Help,Papa Roach,215.291,92.006,0.275
1106,Lumbra,Cali Y El Dandee,197.087,92.01,0.833
1689,Something To Believe In,Young the Giant,228.467,92.021,0.691
1084,Escápate Conmigo,Wisin,232.787,92.028,0.746
1103,Ay Mi Dios,IAmChino,252.003,92.033,0.82
567,Unchained (The Payback / Untouchable),James Brown,171.573,92.054,0.582
1115,Chillax,Farruko,197.84,92.057,0.51
1044,I Could Use a Love Song,Maren Morris,196.422,92.097,0.445
1849,You're Makin' Me High,Toni Braxton,267.44,92.112,0.887
408,Baby,Donnie & Joe Emerson,250.533,92.187,0.271
210,Black Out Days,Phantogram,227.16,92.215,0.426
345,The Way You’d Love Her,Mac Demarco,156.43,92.227,0.931
569,Borrowed Time,Parquet Courts,152.04,92.333,0.822
1767,Sweetest Girl (Dollar Bill),Wyclef Jean,241.133,92.515,0.528
61,Baby,Ariel Pink's Haunted Graffiti,287.427,92.584,0.328
90,Sugah Daddy,D'Angelo,302.84,92.603,0.68
1842,"I See the Light - From ""Tangled""/Soundtrack Version",Mandy Moore,224.24,92.742,0.199
1907,No Scrubs,TLC,214.4,92.909,0.604
1900,Mmm Mmm Mmm Mmm,Crash Test Dummies,235.173,92.934,0.372
1904,...Baby One More Time,Britney Spears,211.16,92.96,0.887
1855,Secret Love Song,Little Mix,249.813,92.963,0.139
1100,Alguien Robo,Sebastian Yatra,223.613,92.973,0.645
1983,U got 2 believe,Paulo Mendonca,208.332,92.984,0.81
1243,Unfinished,Mandisa,215.05,92.994,0.255
63,Fail to Cry,Yacht Club,293.646,92.995,0.87
1124,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,246.653,93.003,0.476
262,Again,Fetty Wap,312.24,93.019,0.273
1088,Sigo Extrañándote,J Balvin,201.28,93.022,0.916
293,Rainy Streets,Blue In Green,156.484,93.024,0.475
1194,Airplanes (feat. Hayley Williams of Paramore),B.o.B,180.48,93.033,0.376
1095,Me Llamas (feat. Maluma) - Remix,Piso 21,210.323,93.05,0.74
963,Bold Soul Sister  Bold Soul Brother - USDEA0400901,The Black On White Affair,176.613,93.193,0.844
115,Queen's Speech 4,Lady Leshurr,196.615,93.287,0.657
1586,Jelly Beans,The Hipwaders,106.68,93.31,0.673
427,Grown Up,Danny Brown,139.931,93.603,0.675
401,Hunger Of The Pine,alt-J,299.711,93.618,0.0768
831,Breakthrough,The Funkees,207.36,93.641,0.54
828,Easy Rider,Action Bronson,259.301,93.649,0.667
1251,Amen,Hunter Hayes,212.701,93.894,0.331
1263,Now,Mallary Hope,202.039,93.957,0.728
1080,Felices los 4,Maluma,229.849,93.973,0.734
1093,Reggaetón Lento (Bailemos),CNCO,222.56,93.974,0.717
164,Next to You,Poolside,262.979,93.984,0.961
1757,Sexy Love,Ne-Yo,220.853,93.984,0.6
1218,My House,Flo Rida,192.191,94.006,0.731
1359,Nosedive,Dynamic Duo,231.679,94.007,0.396
1116,Hasta el Amanecer,Nicky Jam,198.707,94.013,0.579
972,Bitter Rivals,Sleigh Bells,199.227,94.017,0.57
583,Purp Walk,Lunice,255.844,94.018,0.865
1578,Moving On and Getting Over,John Mayer,261.933,94.02,0.622
1811,You Gotta Be,Des'ree,245.2,94.029,0.5
436,Caffeinated Consciousness,TV On The Radio,200.6,94.057,0.6
1931,Where Is The Love?,The Black Eyed Peas,272.533,94.059,0.826
1575,A Nightingale Sang In Berkeley Square,Stan Getz,418,94.231,0.23
736,Don't Let It Get to Your Head,Black Harmony,442.213,94.242,0.674
1308,Fauxhammer,Black Tongue,224.812,94.291,0.153
1600,Piano Sonata No. 18 in G Major  Op. 78  D. 894: IV. Allegretto,Franz Schubert,621.28,94.296,0.199
1773,Let Me Love You,Mario,249.093,94.364,0.595
783,Your Soul,Hippie Sabotage,324.807,94.46,0.076
737,We Fall Down,ASTR,224.286,94.495,0.0933
25,If I Gave You My Love,Myron & E,203.4,94.498,0.401
844,For Your Love,The Yardbirds,150.627,94.506,0.594
989,Ode To Viceroy,Mac Demarco,233.818,94.569,0.31
909,Hey DJ,Worlds Famous Supreme Team,206.081,94.63,0.9
1574,The Peacocks,Anthony Wonsey Trio,567.92,94.88,0.128
920,Just Say The Word,Jerry Townes,163.213,94.922,0.48
1755,So Sick,Ne-Yo,207.187,94.933,0.587
1372,What 2 Do,DEAN,225.8,94.951,0.572
1111,Sé Que Te Duele,Alejandro Fernandez,228.147,94.954,0.772
1711,Like Nobody's Around,Big Time Rush,176.36,94.954,0.353
378,Running Back To You,The Juan Maclean,423.747,94.967,0.961
1368,MWAH,Humming Urban Stereo,186.817,94.975,0.93
465,The Yes Strut,Teams vs. Star Slinger,171.933,94.988,0.54
1324,Zerotonin 2,Darknet,197.684,94.99,0.11
1839,Gave Me Something,Jess Glynne,207.145,94.999,0.595
1819,Closer (feat. Sarah Hyland),Boyce Avenue,244.189,95.002,0.466
1127,Fuego,Juanes,166.6,95.003,0.924
467,Close to Me,Teams vs. Star Slinger,101.039,95.009,0.779
1793,Put Your Arms Around Me,Natasha Bedingfield,222.733,95.011,0.724
866,Your Love,Mick Jenkins,194.147,95.012,0.689
341,Cadillac Girl,Only Real,217.648,95.019,0.782
1953,Lucky,Britney Spears,205.507,95.024,0.967
1527,So Lovely,Ben Wolfe,340.507,95.028,0.066
1173,TG4M,Zara Larsson,172.893,95.031,0.585
1119,Besándote,Piso 21,181.048,95.037,0.495
733,Dope,Tyga,224.853,95.04,0.373
1387,HOW WAS YOUR DAY,Sugarbowl,215.005,95.058,0.283
195,Ride On / Right On,Phosphorescent,224.907,95.07,0.249
1204,Young  Wild & Free (feat. Bruno Mars),Snoop Dogg,207.333,95.078,0.557
762,Outlines,AlunaGeorge,227.627,95.108,0.444
254,Glyde 2nyte (feat. Leon Sylvers III  Leon Sylvers IV),Dam-Funk,322.05,95.237,0.867
1884,If You Could Only See,Tonic,263.28,95.245,0.501
1520,Where We Used To Live,Esbjörn Svensson Trio,265.32,95.438,0.0718
46,Return Of The Mack - C & J Street Mix,Mark Morrison,213.093,95.487,0.607
560,Wait for the Man,FIDLAR,109.533,95.537,0.184
1168,Selfish,Future,251.423,95.746,0.0951
1180,September Song,JP Cooper,220.291,95.878,0.371
1970,Miracles,Insane Clown Posse,312.64,95.952,0.512
1867,I Know,Sammy Brue,195.107,95.966,0.453
678,Living,2 Chainz,188.347,95.971,0.653
1185,Shape of You,Ed Sheeran,233.713,95.977,0.933
1745,All I Have to Give,Backstreet Boys,274.827,95.981,0.395
156,Annie,Neon Indian,242.188,95.987,0.863
51,Annie,Neon Indian,241.341,95.995,0.852
1990,Different Colors,WALK THE MOON,222.053,96,0.701
992,F**kin' Problems,A$AP Rocky,233.787,96.006,0.668
1089,Otra Vez (feat. J Balvin),Zion & Lennox,209.453,96.016,0.714
1108,Bailame,Nacho,207.2,96.029,0.56
1101,Vacaciones,Wisin,238.8,96.031,0.679
209,How Did I Get Here,ODESZA,131.25,96.056,0.385
1749,Shape of My Heart,Backstreet Boys,230.28,96.09,0.529
612,(Bonus) Break Her Down,Iamsu!,155.042,96.115,0.356
1843,Torn,Natalie Imbruglia,244.667,96.308,0.608
315,Sometimes,Heems,241.8,96.318,0.585
1754,Stay,Ne-Yo,232.227,96.394,0.668
1759,Take Me There - Remix,Blackstreet,254.067,96.472,0.857
353,Don't Mean A Thing,Lapalux,348.742,96.478,0.142
1892,Absolutely (Story of a Girl) - Radio Mix,Nine Days,189.333,96.493,0.643
824,Give Me The Sunshine,Leo's Sunshipp,382.733,96.616,0.869
520,Can I Kick It?,A Tribe Called Quest,265.4,96.671,0.747
1349,Be My Valentine (feat. Dickie Allen),Brojob,200.961,96.822,0.119
1823,Everywhere,Michelle Branch,214.827,96.952,0.473
672,Strictly 4 My Jeeps,Action Bronson,165.432,96.973,0.464
1585,Biscuits in the Oven,Raffi,144.733,96.981,0.592
688,Northern Lights,Kate Boy,214.693,96.988,0.687
700,R.I.P.,Jeezy,199.973,96.99,0.424
991,No Sleep Till Brooklyn,Beastie Boys,246.893,96.99,0.662
1985,Oh Devil,Electric Guest,217.587,96.999,0.722
1896,Blister in the Sun - 2002 Remastered Version,Violent Femmes,144.333,97.042,0.895
1077,There’s A Girl,Trent Harmon,215.6,97.043,0.343
919,Thinking of You,Lord Echo,418.88,97.195,0.573
1589,Mosquito Burrito,Roger Day,160.133,97.206,0.598
669,Red Nose,Sage The Gemini,198.531,97.51,0.766
668,Gas Pedal (feat. IamSu),Sage The Gemini,207.264,97.512,0.492
624,I'm Different,2 Chainz,207.04,97.524,0.695
1962,Girl You Know It's True,Milli Vanilli,197.933,97.721,0.524
1816,Hold On,Wilson Phillips,266.867,97.8,0.558
85,The Payback,James Brown,460.4,97.835,0.761
1472,After All,Khrebto,174.031,97.9,0.188
801,The Boss,James Brown,190.733,97.923,0.596
580,HLM 3,Lunatic,321.627,97.933,0.761
1859,Honest,Joseph,168.48,97.942,0.336
1777,Independent Women  Pt. I,Destiny's Child,221.133,97.954,0.932
2009,Call On Me - EDWYNN X TIKAL  Spirix Remix,Starley,160.408,97.957,0.589
1555,Where Do You Start,Brad Mehldau Trio,246.067,97.96,0.0746
191,No Rest For The Wicked,Lykke Li,222.719,97.967,0.308
1230,Can’t Live Without,Hollyn,262.853,97.967,0.488
1459,Walk Away,LVNDSCAPE,185.613,97.97,0.335
1128,Al Filo de Tu Amor,Carlos Vives,214.072,97.98,0.84
1162,Unforgettable,French Montana,233.833,97.985,0.75
652,Don’t Drop That Thun Thun,Finatticz,202.199,97.995,0.614
487,On'n'On - Ruined by Rick Rubin,Justice,238.206,98.002,0.288
1761,Case Of The Ex (Whatcha Gonna Do),Mýa,236.827,98.002,0.327
1120,Ando buscando (feat. Piso 21),Carlos Baute,199.281,98.003,0.656
759,Latino & Proud,DJ Raff,220.347,98.004,0.963
1648,Lean On (feat. MØ & DJ Snake),Major Lazer,176.561,98.007,0.271
1674,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,290.836,98.012,0.365
665,Pu$$y Magnet (feat. Keayshawn),Roach Gigz,139.24,98.027,0.566
1804,Secret Love,JoJo,239.88,98.051,0.51
1165,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,216.409,98.064,0.779
1553,Doubts 2,Ibrahim Maalouf,294.587,98.096,0.312
1742,As Long as You Love Me,Backstreet Boys,211.907,98.205,0.8
1546,Blue and Sentimental,Julian Dash,389.893,98.434,0.38
532,No Waves,FIDLAR,139.56,98.496,0.579
1544,The Nearness Of You,Bill Charlap,447.28,98.606,0.0999
958,Unchained Melody,The Righteous Brothers,215.84,98.742,0.255
307,Water Me (feat. Leon Ware),Theophilus London,308.947,98.82,0.587
1604,Viola Sonata in C Minor: III. Andante con variazioni,Felix Mendelssohn,784.013,98.939,0.119
313,Frontier Psychiatrist,The Avalanches,288.347,98.946,0.408
1064,Body Like A Back Road,Sam Hunt,165.387,98.963,0.618
1581,The Best Crew,Tep No,236.786,98.963,0.561
1947,Anyone Can Fall In Love,Anita Dobson,212.288,98.972,0.652
364,Sick Beat,Kero Kero Bonito,179.091,98.977,0.836
1951,"My Heart Will Go On (Love Theme from ""Titanic"")",Céline Dion,281.253,98.981,0.0384
1727,Get It On Tonite,Montell Jordan,275.08,99.001,0.879
1492,Tuesday (feat. Danelle Sandoval),Burak Yeter,241.875,99.002,0.673
1916,I Want It That Way,Backstreet Boys,213,99.014,0.449
